providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,20164,9983
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,14901,10141
CONEY ISLAND HOSPITAL,330196,14597,10224
INTERFAITH MEDICAL CENTER,330397,28579,10488
KINGS COUNTY HOSPITAL CENTER,330202,11270,11242
KINGSBROOK JEWISH MEDICAL CENTER,330201,24163,7852
LONG ISLAND COLLEGE HOSPITAL,330152,27722,9715
LUTHERAN MEDICAL CENTER,330306,12998,9570
MAIMONIDES MEDICAL CENTER,330194,25367,9941
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,12482,7670
NEW YORK METHODIST HOSPITAL,330236,18493,8678
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,12118,10308
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,13925,11058
WYCKOFF HEIGHTS MEDICAL CENTER,330221,23741,9801
