providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,15776,9673
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,20477,10715
CONEY ISLAND HOSPITAL,330196,15321,11234
KINGSBROOK JEWISH MEDICAL CENTER,330201,29176,7918
LUTHERAN MEDICAL CENTER,330306,15645,10115
MAIMONIDES MEDICAL CENTER,330194,27695,10031
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,12154,7739
NEW YORK METHODIST HOSPITAL,330236,22257,8902
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,12840,10494
WYCKOFF HEIGHTS MEDICAL CENTER,330221,17516,9891
