providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,17094,9003
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,15551,9116
CONEY ISLAND HOSPITAL,330196,10374,8857
INTERFAITH MEDICAL CENTER,330397,20578,9293
KINGS COUNTY HOSPITAL CENTER,330202,8244,9973
KINGSBROOK JEWISH MEDICAL CENTER,330201,24864,7224
LONG ISLAND COLLEGE HOSPITAL,330152,22973,8549
LUTHERAN MEDICAL CENTER,330306,13659,8828
MAIMONIDES MEDICAL CENTER,330194,23612,8865
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,10697,6892
NEW YORK METHODIST HOSPITAL,330236,15176,7778
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,9479,9212
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,11940,9826
WYCKOFF HEIGHTS MEDICAL CENTER,330221,18061,8649
