providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,91958,66120
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,74255,68688
CONEY ISLAND HOSPITAL,330196,62784,72465
INTERFAITH MEDICAL CENTER,330397,117738,73530
KINGS COUNTY HOSPITAL CENTER,330202,67939,76935
KINGSBROOK JEWISH MEDICAL CENTER,330201,135873,56367
LONG ISLAND COLLEGE HOSPITAL,330152,182290,76338
LUTHERAN MEDICAL CENTER,330306,72243,66225
MAIMONIDES MEDICAL CENTER,330194,247118,87363
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,50732,55564
NEW YORK METHODIST HOSPITAL,330236,80241,59853
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,87499,71235
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,63472,70736
WYCKOFF HEIGHTS MEDICAL CENTER,330221,100218,65742
