providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,50188,23112
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,32916,21891
CONEY ISLAND HOSPITAL,330196,30766,26616
KINGSBROOK JEWISH MEDICAL CENTER,330201,58657,17230
LONG ISLAND COLLEGE HOSPITAL,330152,66487,22058
LUTHERAN MEDICAL CENTER,330306,34312,20992
MAIMONIDES MEDICAL CENTER,330194,102512,26977
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,26969,16439
NEW YORK METHODIST HOSPITAL,330236,33208,19645
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,35882,23662
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,17556,18462
WYCKOFF HEIGHTS MEDICAL CENTER,330221,26982,16272
