providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,13856,8513
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,17005,9043
CONEY ISLAND HOSPITAL,330196,12210,8050
KINGS COUNTY HOSPITAL CENTER,330202,15639,9986
KINGSBROOK JEWISH MEDICAL CENTER,330201,26252,6937
LUTHERAN MEDICAL CENTER,330306,8520,8075
MAIMONIDES MEDICAL CENTER,330194,23069,8411
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,12140,6565
NEW YORK METHODIST HOSPITAL,330236,14415,7508
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,18074,12199
WYCKOFF HEIGHTS MEDICAL CENTER,330221,16651,8263
