providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,10933,10213
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,23506,11177
CONEY ISLAND HOSPITAL,330196,17130,10411
KINGS COUNTY HOSPITAL CENTER,330202,9121,11747
KINGSBROOK JEWISH MEDICAL CENTER,330201,30308,8325
LUTHERAN MEDICAL CENTER,330306,11348,10211
MAIMONIDES MEDICAL CENTER,330194,42446,11528
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,16494,8108
NEW YORK METHODIST HOSPITAL,330236,17790,9215
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,15232,10837
WYCKOFF HEIGHTS MEDICAL CENTER,330221,20123,10106
