providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,23763,14696
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,20627,14390
CONEY ISLAND HOSPITAL,330196,20627,14573
INTERFAITH MEDICAL CENTER,330397,25535,15222
KINGS COUNTY HOSPITAL CENTER,330202,14295,16591
KINGSBROOK JEWISH MEDICAL CENTER,330201,34789,11454
LONG ISLAND COLLEGE HOSPITAL,330152,23443,13410
LUTHERAN MEDICAL CENTER,330306,17163,14546
MAIMONIDES MEDICAL CENTER,330194,50068,15789
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,25556,11724
NEW YORK METHODIST HOSPITAL,330236,22010,12943
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,18139,15492
WYCKOFF HEIGHTS MEDICAL CENTER,330221,34096,14811
