providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,19500,13896
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,18174,14247
CONEY ISLAND HOSPITAL,330196,19497,15148
INTERFAITH MEDICAL CENTER,330397,36117,14954
KINGSBROOK JEWISH MEDICAL CENTER,330201,31913,11491
LONG ISLAND COLLEGE HOSPITAL,330152,26606,13409
LUTHERAN MEDICAL CENTER,330306,28458,16450
MAIMONIDES MEDICAL CENTER,330194,52981,15281
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,16425,11117
NEW YORK METHODIST HOSPITAL,330236,24673,12642
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,12012,14362
WYCKOFF HEIGHTS MEDICAL CENTER,330221,15649,13585
