providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,13330,8754
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,19021,9252
CONEY ISLAND HOSPITAL,330196,13586,9053
INTERFAITH MEDICAL CENTER,330397,17051,9183
KINGS COUNTY HOSPITAL CENTER,330202,13362,10375
KINGSBROOK JEWISH MEDICAL CENTER,330201,26600,7198
LONG ISLAND COLLEGE HOSPITAL,330152,19349,8477
LUTHERAN MEDICAL CENTER,330306,10873,8677
MAIMONIDES MEDICAL CENTER,330194,32809,8940
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,11575,6906
NEW YORK METHODIST HOSPITAL,330236,17026,7756
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,12108,9958
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,11882,9730
WYCKOFF HEIGHTS MEDICAL CENTER,330221,21827,9271
