providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,8433,7958
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,10014,7604
CONEY ISLAND HOSPITAL,330196,9551,7388
KINGSBROOK JEWISH MEDICAL CENTER,330201,21868,6141
LONG ISLAND COLLEGE HOSPITAL,330152,11730,7002
LUTHERAN MEDICAL CENTER,330306,8941,7422
MAIMONIDES MEDICAL CENTER,330194,21942,7504
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,9608,5956
NEW YORK METHODIST HOSPITAL,330236,13008,6693
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,9067,7760
WYCKOFF HEIGHTS MEDICAL CENTER,330221,11143,7343
