providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,13430,8544
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,15727,9097
KINGS COUNTY HOSPITAL CENTER,330202,12295,10055
KINGSBROOK JEWISH MEDICAL CENTER,330201,21834,6963
LUTHERAN MEDICAL CENTER,330306,10560,8422
MAIMONIDES MEDICAL CENTER,330194,20591,8569
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,9769,6695
NEW YORK METHODIST HOSPITAL,330236,15196,7829
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,11387,9456
WYCKOFF HEIGHTS MEDICAL CENTER,330221,24190,8627
