providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,13380,7082
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,16017,7286
CONEY ISLAND HOSPITAL,330196,10943,6954
KINGSBROOK JEWISH MEDICAL CENTER,330201,24405,5700
LONG ISLAND COLLEGE HOSPITAL,330152,13471,6571
LUTHERAN MEDICAL CENTER,330306,9262,7000
MAIMONIDES MEDICAL CENTER,330194,33919,7409
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,10082,5643
NEW YORK METHODIST HOSPITAL,330236,13430,6179
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,7827,7180
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,10804,7930
WYCKOFF HEIGHTS MEDICAL CENTER,330221,17885,6925
