providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,24735,12329
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,22726,12680
CONEY ISLAND HOSPITAL,330196,22798,14386
KINGSBROOK JEWISH MEDICAL CENTER,330201,32878,9679
LONG ISLAND COLLEGE HOSPITAL,330152,36468,11175
LUTHERAN MEDICAL CENTER,330306,15354,12027
MAIMONIDES MEDICAL CENTER,330194,38499,11820
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,15945,9322
NEW YORK METHODIST HOSPITAL,330236,23494,10703
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,26086,14783
WYCKOFF HEIGHTS MEDICAL CENTER,330221,28589,12036
