providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,25252,11942
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,18456,11353
CONEY ISLAND HOSPITAL,330196,13808,11101
INTERFAITH MEDICAL CENTER,330397,20100,11676
KINGS COUNTY HOSPITAL CENTER,330202,16525,12511
KINGSBROOK JEWISH MEDICAL CENTER,330201,29732,9043
LONG ISLAND COLLEGE HOSPITAL,330152,27314,11063
LUTHERAN MEDICAL CENTER,330306,14299,10850
MAIMONIDES MEDICAL CENTER,330194,38575,11960
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,20655,9810
NEW YORK METHODIST HOSPITAL,330236,18445,9750
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,18584,12852
WYCKOFF HEIGHTS MEDICAL CENTER,330221,18791,11069
