providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,7774,7350
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,13490,7759
CONEY ISLAND HOSPITAL,330196,12518,7636
KINGS COUNTY HOSPITAL CENTER,330202,7597,8578
KINGSBROOK JEWISH MEDICAL CENTER,330201,21388,6182
LUTHERAN MEDICAL CENTER,330306,8079,7333
MAIMONIDES MEDICAL CENTER,330194,19716,7454
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,11859,5859
NEW YORK METHODIST HOSPITAL,330236,12392,6693
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,9429,7803
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,8071,8016
WYCKOFF HEIGHTS MEDICAL CENTER,330221,16243,7384
