providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,16777,12176
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,21798,12874
CONEY ISLAND HOSPITAL,330196,17692,12660
KINGS COUNTY HOSPITAL CENTER,330202,14395,14163
KINGSBROOK JEWISH MEDICAL CENTER,330201,35959,9973
LONG ISLAND COLLEGE HOSPITAL,330152,23436,11622
LUTHERAN MEDICAL CENTER,330306,13489,11652
MAIMONIDES MEDICAL CENTER,330194,38297,12626
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,19222,9766
NEW YORK METHODIST HOSPITAL,330236,20824,10970
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,15306,13340
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,14026,13560
WYCKOFF HEIGHTS MEDICAL CENTER,330221,26420,11932
