providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,22737,12821
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,26129,13534
CONEY ISLAND HOSPITAL,330196,13723,12877
INTERFAITH MEDICAL CENTER,330397,29380,13552
KINGS COUNTY HOSPITAL CENTER,330202,20358,15311
LONG ISLAND COLLEGE HOSPITAL,330152,27738,12361
LUTHERAN MEDICAL CENTER,330306,29970,13428
MAIMONIDES MEDICAL CENTER,330194,45489,13972
NEW YORK METHODIST HOSPITAL,330236,20153,11446
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,18432,13813
WYCKOFF HEIGHTS MEDICAL CENTER,330221,34920,13052
