providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,40829,19619
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,26453,18318
CONEY ISLAND HOSPITAL,330196,23364,19375
INTERFAITH MEDICAL CENTER,330397,40453,18721
KINGS COUNTY HOSPITAL CENTER,330202,19888,19546
KINGSBROOK JEWISH MEDICAL CENTER,330201,47540,14895
LONG ISLAND COLLEGE HOSPITAL,330152,42016,17187
LUTHERAN MEDICAL CENTER,330306,22599,17652
MAIMONIDES MEDICAL CENTER,330194,94116,27012
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,34062,14413
NEW YORK METHODIST HOSPITAL,330236,28210,15844
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,22669,19006
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,31526,25326
WYCKOFF HEIGHTS MEDICAL CENTER,330221,36295,17307
