providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,16033,11722
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,21373,12578
CONEY ISLAND HOSPITAL,330196,19385,11803
INTERFAITH MEDICAL CENTER,330397,29944,12579
KINGS COUNTY HOSPITAL CENTER,330202,9993,12594
KINGSBROOK JEWISH MEDICAL CENTER,330201,31161,9570
LONG ISLAND COLLEGE HOSPITAL,330152,20494,11155
LUTHERAN MEDICAL CENTER,330306,12288,11602
MAIMONIDES MEDICAL CENTER,330194,39086,12095
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,17773,9285
NEW YORK METHODIST HOSPITAL,330236,19936,10582
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,14429,12716
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,13374,13110
WYCKOFF HEIGHTS MEDICAL CENTER,330221,39892,13414
