providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,32892,15519
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,22643,15912
CONEY ISLAND HOSPITAL,330196,21941,15336
INTERFAITH MEDICAL CENTER,330397,40334,16290
KINGS COUNTY HOSPITAL CENTER,330202,22699,20102
KINGSBROOK JEWISH MEDICAL CENTER,330201,31436,12531
LONG ISLAND COLLEGE HOSPITAL,330152,38048,14809
LUTHERAN MEDICAL CENTER,330306,19907,15235
MAIMONIDES MEDICAL CENTER,330194,55564,17182
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,22258,12085
NEW YORK METHODIST HOSPITAL,330236,31065,13664
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,22507,16122
WYCKOFF HEIGHTS MEDICAL CENTER,330221,44704,15092
