providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,14037,8429
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,19597,9143
CONEY ISLAND HOSPITAL,330196,14820,8462
INTERFAITH MEDICAL CENTER,330397,17384,8869
KINGS COUNTY HOSPITAL CENTER,330202,13860,9835
KINGSBROOK JEWISH MEDICAL CENTER,330201,29503,7081
LONG ISLAND COLLEGE HOSPITAL,330152,23282,8454
LUTHERAN MEDICAL CENTER,330306,12047,8546
MAIMONIDES MEDICAL CENTER,330194,28702,8742
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,10383,6561
NEW YORK METHODIST HOSPITAL,330236,15270,7561
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,14154,9671
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,17072,10166
WYCKOFF HEIGHTS MEDICAL CENTER,330221,21420,8540
