providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,23462,12527
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,17463,12521
CONEY ISLAND HOSPITAL,330196,20108,12182
INTERFAITH MEDICAL CENTER,330397,31809,12874
KINGSBROOK JEWISH MEDICAL CENTER,330201,24644,9835
LUTHERAN MEDICAL CENTER,330306,11801,11966
MAIMONIDES MEDICAL CENTER,330194,37920,12641
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,11041,9385
NEW YORK METHODIST HOSPITAL,330236,19622,10751
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,19165,13394
WYCKOFF HEIGHTS MEDICAL CENTER,330221,27067,12193
