providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,11184,6847
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,15779,7018
CONEY ISLAND HOSPITAL,330196,9053,6652
INTERFAITH MEDICAL CENTER,330397,15580,7041
KINGS COUNTY HOSPITAL CENTER,330202,9630,7835
KINGSBROOK JEWISH MEDICAL CENTER,330201,22483,5543
LONG ISLAND COLLEGE HOSPITAL,330152,13543,6330
LUTHERAN MEDICAL CENTER,330306,8985,6646
MAIMONIDES MEDICAL CENTER,330194,19126,6857
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,9574,5293
NEW YORK METHODIST HOSPITAL,330236,11027,5916
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,8136,7068
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,7609,7414
WYCKOFF HEIGHTS MEDICAL CENTER,330221,13111,6608
