providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,13519,9233
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,19311,9742
CONEY ISLAND HOSPITAL,330196,14650,9631
INTERFAITH MEDICAL CENTER,330397,14979,9709
KINGS COUNTY HOSPITAL CENTER,330202,12788,10601
KINGSBROOK JEWISH MEDICAL CENTER,330201,23712,7598
LUTHERAN MEDICAL CENTER,330306,11287,9242
MAIMONIDES MEDICAL CENTER,330194,33695,9503
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,12940,7335
NEW YORK METHODIST HOSPITAL,330236,15186,8402
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,13447,10009
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,13682,10210
WYCKOFF HEIGHTS MEDICAL CENTER,330221,16636,9082
