providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,17880,10434
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,23542,10886
CONEY ISLAND HOSPITAL,330196,13572,10163
KINGS COUNTY HOSPITAL CENTER,330202,13337,11646
KINGSBROOK JEWISH MEDICAL CENTER,330201,35636,8924
LONG ISLAND COLLEGE HOSPITAL,330152,27325,9767
LUTHERAN MEDICAL CENTER,330306,14743,10300
MAIMONIDES MEDICAL CENTER,330194,46729,10900
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,13917,8110
NEW YORK METHODIST HOSPITAL,330236,17326,9094
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,16070,11223
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,17811,11860
WYCKOFF HEIGHTS MEDICAL CENTER,330221,25579,10285
