providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,87352,59545
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,72264,61957
CONEY ISLAND HOSPITAL,330196,63772,66851
INTERFAITH MEDICAL CENTER,330397,117886,65568
KINGS COUNTY HOSPITAL CENTER,330202,83422,72706
KINGSBROOK JEWISH MEDICAL CENTER,330201,110522,47833
LUTHERAN MEDICAL CENTER,330306,64608,60514
MAIMONIDES MEDICAL CENTER,330194,239439,81893
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,51140,48192
NEW YORK METHODIST HOSPITAL,330236,82630,53175
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,79903,65358
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,48129,61479
WYCKOFF HEIGHTS MEDICAL CENTER,330221,116761,58471
