providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,15481,9028
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,21226,9521
CONEY ISLAND HOSPITAL,330196,13014,8988
INTERFAITH MEDICAL CENTER,330397,22614,9448
KINGS COUNTY HOSPITAL CENTER,330202,17941,9906
KINGSBROOK JEWISH MEDICAL CENTER,330201,26366,7287
LONG ISLAND COLLEGE HOSPITAL,330152,20476,8272
LUTHERAN MEDICAL CENTER,330306,16156,8973
MAIMONIDES MEDICAL CENTER,330194,28836,8883
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,12172,7038
NEW YORK METHODIST HOSPITAL,330236,20872,7961
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,13986,9366
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,18336,10285
WYCKOFF HEIGHTS MEDICAL CENTER,330221,27893,9206
