providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,29765,21719
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,32710,22525
CONEY ISLAND HOSPITAL,330196,21093,22739
INTERFAITH MEDICAL CENTER,330397,31753,22918
KINGS COUNTY HOSPITAL CENTER,330202,18309,24002
KINGSBROOK JEWISH MEDICAL CENTER,330201,52195,17726
LONG ISLAND COLLEGE HOSPITAL,330152,51028,22962
LUTHERAN MEDICAL CENTER,330306,21449,19877
MAIMONIDES MEDICAL CENTER,330194,84899,26438
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,22711,15592
NEW YORK METHODIST HOSPITAL,330236,29110,18470
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,26998,22277
WYCKOFF HEIGHTS MEDICAL CENTER,330221,23683,20030
