providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,43399,22884
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,43108,23907
CONEY ISLAND HOSPITAL,330196,47568,33598
KINGS COUNTY HOSPITAL CENTER,330202,47566,27599
KINGSBROOK JEWISH MEDICAL CENTER,330201,77499,18839
LONG ISLAND COLLEGE HOSPITAL,330152,97668,30673
LUTHERAN MEDICAL CENTER,330306,37121,22834
MAIMONIDES MEDICAL CENTER,330194,82993,26658
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,32433,17977
NEW YORK METHODIST HOSPITAL,330236,57781,22039
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,45501,25992
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,34591,24574
WYCKOFF HEIGHTS MEDICAL CENTER,330221,43297,22177
