providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,91145,30081
ADVOCATE TRINITY HOSPITAL,140048,61866,23113
LOUIS A WEISS MEMORIAL HOSPITAL,140082,91117,25580
MERCY HOSPITAL AND MEDICAL CENTER,140158,63132,29615
MT SINAI HOSPITAL MEDICAL CENTER,140018,79118,32687
NORTHWESTERN MEMORIAL HOSPITAL,140281,116616,28855
NORWEGIAN-AMERICAN HOSPITAL,140206,97608,28755
RESURRECTION MEDICAL CENTER,140117,99231,22598
RUSH UNIVERSITY MEDICAL CENTER,140119,115018,31357
SAINT JOSEPH HOSPITAL,140224,84018,24274
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,94049,27207
SWEDISH COVENANT HOSPITAL,140114,136035,24328
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,105740,31926
UNIVERSITY OF ILLINOIS HOSPITAL,140150,88724,35523
