providerName,providerNationalID,avgCoveredCharges,averagePayments
LOUIS A WEISS MEMORIAL HOSPITAL,140082,40528,16657
MERCY HOSPITAL AND MEDICAL CENTER,140158,36427,18006
NORTHWESTERN MEMORIAL HOSPITAL,140281,81345,20392
OUR LADY OF THE RESURRECTION MED CTR,140251,44420,12302
RESURRECTION MEDICAL CENTER,140117,52334,12924
RUSH UNIVERSITY MEDICAL CENTER,140119,46698,18376
SAINT JOSEPH HOSPITAL,140224,55143,16040
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,70831,18023
SWEDISH COVENANT HOSPITAL,140114,82910,15599
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,67924,20051
THOREK MEMORIAL HOSPITAL,140115,41487,16134
