providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,18472,5391
ADVOCATE TRINITY HOSPITAL,140048,17204,4134
HOLY CROSS HOSPITAL,140133,16781,4272
JACKSON PARK HOSPITAL,140177,22510,5023
JOHN H STROGER JR HOSPITAL,140124,7616,6105
LORETTO HOSPITAL,140083,8091,4680
LOUIS A WEISS MEMORIAL HOSPITAL,140082,15632,4573
MERCY HOSPITAL AND MEDICAL CENTER,140158,10553,5040
MT SINAI HOSPITAL MEDICAL CENTER,140018,17735,5671
NORTHWESTERN MEMORIAL HOSPITAL,140281,18313,4679
NORWEGIAN-AMERICAN HOSPITAL,140206,15683,5065
OUR LADY OF THE RESURRECTION MED CTR,140251,18772,4079
PROVIDENT HOSPITAL OF CHICAGO,140300,6293,4692
RESURRECTION MEDICAL CENTER,140117,20641,3679
ROSELAND COMMUNITY HOSPITAL,140068,16809,4609
RUSH UNIVERSITY MEDICAL CENTER,140119,21935,5957
SACRED HEART HOSPITAL,140151,14739,4950
SAINT ANTHONY HOSPITAL,140095,19678,5307
SAINT JOSEPH HOSPITAL,140224,17094,4954
SOUTH SHORE HOSPITAL,140181,19105,4301
ST BERNARD HOSPITAL,140103,12621,4946
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,23859,4909
SWEDISH COVENANT HOSPITAL,140114,23159,4229
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,31934,5906
THOREK MEMORIAL HOSPITAL,140115,12435,4465
UNIVERSITY OF ILLINOIS HOSPITAL,140150,18018,7399
