providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,188005,60982
ADVOCATE TRINITY HOSPITAL,140048,109112,37380
MERCY HOSPITAL AND MEDICAL CENTER,140158,71895,44231
NORTHWESTERN MEMORIAL HOSPITAL,140281,208298,58658
OUR LADY OF THE RESURRECTION MED CTR,140251,125576,32939
RESURRECTION MEDICAL CENTER,140117,141646,33036
RUSH UNIVERSITY MEDICAL CENTER,140119,150346,52114
SAINT JOSEPH HOSPITAL,140224,143059,48292
SWEDISH COVENANT HOSPITAL,140114,238801,67956
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,231372,66318
UNIVERSITY OF ILLINOIS HOSPITAL,140150,177728,72417
