providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,68935,18738
ADVOCATE TRINITY HOSPITAL,140048,46931,13984
HOLY CROSS HOSPITAL,140133,45427,13331
JACKSON PARK HOSPITAL,140177,68988,15043
JOHN H STROGER JR HOSPITAL,140124,29084,24007
LORETTO HOSPITAL,140083,33462,16739
LOUIS A WEISS MEMORIAL HOSPITAL,140082,45441,15539
MERCY HOSPITAL AND MEDICAL CENTER,140158,32837,16993
METHODIST HOSPITAL OF CHICAGO,140197,34055,14721
MT SINAI HOSPITAL MEDICAL CENTER,140018,69377,20740
NORTHWESTERN MEMORIAL HOSPITAL,140281,67310,17208
NORWEGIAN-AMERICAN HOSPITAL,140206,56704,18669
OUR LADY OF THE RESURRECTION MED CTR,140251,46351,12099
RESURRECTION MEDICAL CENTER,140117,52646,12964
ROSELAND COMMUNITY HOSPITAL,140068,49202,15667
RUSH UNIVERSITY MEDICAL CENTER,140119,64214,19759
SAINT ANTHONY HOSPITAL,140095,57329,15821
SAINT JOSEPH HOSPITAL,140224,58878,16223
SOUTH SHORE HOSPITAL,140181,37156,14329
ST BERNARD HOSPITAL,140103,42778,16802
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,62373,17241
SWEDISH COVENANT HOSPITAL,140114,66513,15302
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,107071,22988
THOREK MEMORIAL HOSPITAL,140115,40797,15665
UNIVERSITY OF ILLINOIS HOSPITAL,140150,63469,26264
