providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,39433,9735
ADVOCATE TRINITY HOSPITAL,140048,28420,7888
HOLY CROSS HOSPITAL,140133,28741,7198
JACKSON PARK HOSPITAL,140177,36429,8545
JOHN H STROGER JR HOSPITAL,140124,14132,11588
LORETTO HOSPITAL,140083,12706,8600
LOUIS A WEISS MEMORIAL HOSPITAL,140082,25128,8249
MERCY HOSPITAL AND MEDICAL CENTER,140158,16035,9384
METHODIST HOSPITAL OF CHICAGO,140197,24485,8549
MT SINAI HOSPITAL MEDICAL CENTER,140018,25326,10217
NORTHWESTERN MEMORIAL HOSPITAL,140281,29007,8647
NORWEGIAN-AMERICAN HOSPITAL,140206,33454,9732
OUR LADY OF THE RESURRECTION MED CTR,140251,31670,7005
RESURRECTION MEDICAL CENTER,140117,31790,6518
ROSELAND COMMUNITY HOSPITAL,140068,29389,8384
RUSH UNIVERSITY MEDICAL CENTER,140119,24112,11099
SAINT ANTHONY HOSPITAL,140095,31755,8405
SAINT JOSEPH HOSPITAL,140224,30555,8443
SOUTH SHORE HOSPITAL,140181,27272,7802
ST BERNARD HOSPITAL,140103,24502,8953
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,36205,9133
SWEDISH COVENANT HOSPITAL,140114,36833,7845
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,37724,10459
THOREK MEMORIAL HOSPITAL,140115,24093,8230
UNIVERSITY OF ILLINOIS HOSPITAL,140150,23112,12368
