providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,42750,10826
ADVOCATE TRINITY HOSPITAL,140048,23846,8530
HOLY CROSS HOSPITAL,140133,25439,8287
LOUIS A WEISS MEMORIAL HOSPITAL,140082,27441,9438
MERCY HOSPITAL AND MEDICAL CENTER,140158,25324,10627
NORTHWESTERN MEMORIAL HOSPITAL,140281,34556,10027
OUR LADY OF THE RESURRECTION MED CTR,140251,31636,7421
RESURRECTION MEDICAL CENTER,140117,35326,8206
RUSH UNIVERSITY MEDICAL CENTER,140119,35174,13086
SAINT JOSEPH HOSPITAL,140224,31459,9601
SOUTH SHORE HOSPITAL,140181,30129,8584
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,41566,10283
SWEDISH COVENANT HOSPITAL,140114,40597,8771
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,43709,12346
UNIVERSITY OF ILLINOIS HOSPITAL,140150,27739,13737
