providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,79727,17798
LOUIS A WEISS MEMORIAL HOSPITAL,140082,62636,15587
MERCY HOSPITAL AND MEDICAL CENTER,140158,33930,16813
MT SINAI HOSPITAL MEDICAL CENTER,140018,54558,19390
NORTHWESTERN MEMORIAL HOSPITAL,140281,64636,16716
OUR LADY OF THE RESURRECTION MED CTR,140251,52400,12051
RESURRECTION MEDICAL CENTER,140117,51992,13468
RUSH UNIVERSITY MEDICAL CENTER,140119,61850,18105
SAINT JOSEPH HOSPITAL,140224,54928,15398
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,63888,16757
SWEDISH COVENANT HOSPITAL,140114,61082,14358
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,90241,24775
