providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,19166,6164
ADVOCATE TRINITY HOSPITAL,140048,7312,5015
HOLY CROSS HOSPITAL,140133,6280,4606
JACKSON PARK HOSPITAL,140177,9347,5914
LORETTO HOSPITAL,140083,6359,5554
LOUIS A WEISS MEMORIAL HOSPITAL,140082,17191,5474
MERCY HOSPITAL AND MEDICAL CENTER,140158,9244,5909
NORTHWESTERN MEMORIAL HOSPITAL,140281,20708,5790
NORWEGIAN-AMERICAN HOSPITAL,140206,6654,5998
ROSELAND COMMUNITY HOSPITAL,140068,8444,5457
SACRED HEART HOSPITAL,140151,4922,5827
SAINT JOSEPH HOSPITAL,140224,18001,6854
SOUTH SHORE HOSPITAL,140181,5657,4991
ST BERNARD HOSPITAL,140103,4314,5848
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,7887,5761
SWEDISH COVENANT HOSPITAL,140114,25850,5031
THOREK MEMORIAL HOSPITAL,140115,4190,5281
