providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,39903,14465
ADVOCATE TRINITY HOSPITAL,140048,29482,11332
HOLY CROSS HOSPITAL,140133,32986,10394
JACKSON PARK HOSPITAL,140177,49858,13486
JOHN H STROGER JR HOSPITAL,140124,16157,16284
LORETTO HOSPITAL,140083,18271,12467
LOUIS A WEISS MEMORIAL HOSPITAL,140082,37531,12266
MERCY HOSPITAL AND MEDICAL CENTER,140158,24859,13094
MT SINAI HOSPITAL MEDICAL CENTER,140018,42109,16259
NORTHWESTERN MEMORIAL HOSPITAL,140281,67760,16994
NORWEGIAN-AMERICAN HOSPITAL,140206,41128,13536
OUR LADY OF THE RESURRECTION MED CTR,140251,39220,10132
PROVIDENT HOSPITAL OF CHICAGO,140300,9672,11466
RESURRECTION MEDICAL CENTER,140117,44262,9831
ROSELAND COMMUNITY HOSPITAL,140068,39258,12529
RUSH UNIVERSITY MEDICAL CENTER,140119,42971,15160
SAINT ANTHONY HOSPITAL,140095,38605,12195
SAINT JOSEPH HOSPITAL,140224,39500,12720
SOUTH SHORE HOSPITAL,140181,31116,11249
ST BERNARD HOSPITAL,140103,26232,13114
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,47417,13022
SWEDISH COVENANT HOSPITAL,140114,53013,11664
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,76318,18397
THOREK MEMORIAL HOSPITAL,140115,28271,11754
UNIVERSITY OF ILLINOIS HOSPITAL,140150,35086,17935
