providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,41274,15964
ADVOCATE TRINITY HOSPITAL,140048,37567,13827
HOLY CROSS HOSPITAL,140133,30820,11282
JACKSON PARK HOSPITAL,140177,29486,13240
JOHN H STROGER JR HOSPITAL,140124,17432,17998
LOUIS A WEISS MEMORIAL HOSPITAL,140082,44460,13667
MERCY HOSPITAL AND MEDICAL CENTER,140158,25043,14664
METHODIST HOSPITAL OF CHICAGO,140197,38821,13913
MT SINAI HOSPITAL MEDICAL CENTER,140018,44984,17521
NORTHWESTERN MEMORIAL HOSPITAL,140281,60498,16023
OUR LADY OF THE RESURRECTION MED CTR,140251,40610,10577
RESURRECTION MEDICAL CENTER,140117,45173,11149
ROSELAND COMMUNITY HOSPITAL,140068,38086,15306
RUSH UNIVERSITY MEDICAL CENTER,140119,43849,16790
SAINT ANTHONY HOSPITAL,140095,23058,13189
SAINT JOSEPH HOSPITAL,140224,41274,13311
ST BERNARD HOSPITAL,140103,21426,14396
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,42975,14729
SWEDISH COVENANT HOSPITAL,140114,59283,14824
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,88116,20422
THOREK MEMORIAL HOSPITAL,140115,24124,12828
UNIVERSITY OF ILLINOIS HOSPITAL,140150,48846,23419
