providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,82185,20906
LOUIS A WEISS MEMORIAL HOSPITAL,140082,74056,16048
MERCY HOSPITAL AND MEDICAL CENTER,140158,47251,18637
MT SINAI HOSPITAL MEDICAL CENTER,140018,49832,19508
NORTHWESTERN MEMORIAL HOSPITAL,140281,85805,17013
OUR LADY OF THE RESURRECTION MED CTR,140251,85440,16906
RESURRECTION MEDICAL CENTER,140117,84028,19414
RUSH UNIVERSITY MEDICAL CENTER,140119,107127,22576
SAINT JOSEPH HOSPITAL,140224,65355,17287
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,101849,23909
SWEDISH COVENANT HOSPITAL,140114,128125,25614
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,109815,20778
