providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,24830,8928
LOUIS A WEISS MEMORIAL HOSPITAL,140082,22342,7776
MERCY HOSPITAL AND MEDICAL CENTER,140158,16702,8574
METHODIST HOSPITAL OF CHICAGO,140197,15061,6903
NORTHWESTERN MEMORIAL HOSPITAL,140281,31427,8125
OUR LADY OF THE RESURRECTION MED CTR,140251,23906,5912
RESURRECTION MEDICAL CENTER,140117,27302,6303
RUSH UNIVERSITY MEDICAL CENTER,140119,28490,9365
SAINT JOSEPH HOSPITAL,140224,25922,7934
SOUTH SHORE HOSPITAL,140181,28086,7200
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,31941,8759
SWEDISH COVENANT HOSPITAL,140114,39222,7055
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,41330,10181
