providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,20399,5958
HOLY CROSS HOSPITAL,140133,16752,4428
JACKSON PARK HOSPITAL,140177,18053,5958
LORETTO HOSPITAL,140083,6946,5335
LOUIS A WEISS MEMORIAL HOSPITAL,140082,20897,5271
MERCY HOSPITAL AND MEDICAL CENTER,140158,10403,5701
MT SINAI HOSPITAL MEDICAL CENTER,140018,15300,6419
NORTHWESTERN MEMORIAL HOSPITAL,140281,23308,6304
RUSH UNIVERSITY MEDICAL CENTER,140119,18209,6317
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,26616,5646
SWEDISH COVENANT HOSPITAL,140114,22611,4800
