providerName,providerNationalID,avgCoveredCharges,averagePayments
HOLY CROSS HOSPITAL,140133,51032,14234
LOUIS A WEISS MEMORIAL HOSPITAL,140082,58404,16523
MERCY HOSPITAL AND MEDICAL CENTER,140158,39782,18016
NORTHWESTERN MEMORIAL HOSPITAL,140281,93330,22221
OUR LADY OF THE RESURRECTION MED CTR,140251,59809,12954
RESURRECTION MEDICAL CENTER,140117,57956,15088
RUSH UNIVERSITY MEDICAL CENTER,140119,90714,22345
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,70990,18128
SWEDISH COVENANT HOSPITAL,140114,72986,14993
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,114267,28314
UNIVERSITY OF ILLINOIS HOSPITAL,140150,61278,25900
