providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,20567,7572
ADVOCATE TRINITY HOSPITAL,140048,18094,5582
HOLY CROSS HOSPITAL,140133,16007,5970
JACKSON PARK HOSPITAL,140177,21085,6792
LORETTO HOSPITAL,140083,9698,6492
LOUIS A WEISS MEMORIAL HOSPITAL,140082,19868,6360
MERCY HOSPITAL AND MEDICAL CENTER,140158,12275,6919
METHODIST HOSPITAL OF CHICAGO,140197,13755,6114
MT SINAI HOSPITAL MEDICAL CENTER,140018,18254,7764
NORTHWESTERN MEMORIAL HOSPITAL,140281,28410,6385
NORWEGIAN-AMERICAN HOSPITAL,140206,13383,7558
OUR LADY OF THE RESURRECTION MED CTR,140251,22602,5605
RESURRECTION MEDICAL CENTER,140117,20787,4870
ROSELAND COMMUNITY HOSPITAL,140068,27002,6400
RUSH UNIVERSITY MEDICAL CENTER,140119,27024,8363
SACRED HEART HOSPITAL,140151,15937,6856
SAINT ANTHONY HOSPITAL,140095,22814,6551
SAINT JOSEPH HOSPITAL,140224,20827,6244
SOUTH SHORE HOSPITAL,140181,16701,5793
ST BERNARD HOSPITAL,140103,9836,6839
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,24215,7093
SWEDISH COVENANT HOSPITAL,140114,26036,5883
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,29418,8202
THOREK MEMORIAL HOSPITAL,140115,11811,6164
UNIVERSITY OF ILLINOIS HOSPITAL,140150,28484,9799
