providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,22481,8614
ADVOCATE TRINITY HOSPITAL,140048,17214,5238
HOLY CROSS HOSPITAL,140133,17557,5644
JACKSON PARK HOSPITAL,140177,24362,6185
JOHN H STROGER JR HOSPITAL,140124,7674,7689
LOUIS A WEISS MEMORIAL HOSPITAL,140082,15894,5633
MERCY HOSPITAL AND MEDICAL CENTER,140158,12084,6420
METHODIST HOSPITAL OF CHICAGO,140197,14704,5687
MT SINAI HOSPITAL MEDICAL CENTER,140018,18068,7341
NORTHWESTERN MEMORIAL HOSPITAL,140281,18331,5733
NORWEGIAN-AMERICAN HOSPITAL,140206,16124,6537
OUR LADY OF THE RESURRECTION MED CTR,140251,22774,5990
RESURRECTION MEDICAL CENTER,140117,21962,5440
ROSELAND COMMUNITY HOSPITAL,140068,15499,5594
RUSH UNIVERSITY MEDICAL CENTER,140119,16182,7070
SAINT ANTHONY HOSPITAL,140095,20469,7310
SAINT JOSEPH HOSPITAL,140224,17038,8053
SOUTH SHORE HOSPITAL,140181,21314,5944
ST BERNARD HOSPITAL,140103,14204,6808
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,22818,6287
SWEDISH COVENANT HOSPITAL,140114,25116,5435
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,27070,7248
UNIVERSITY OF ILLINOIS HOSPITAL,140150,16100,8405
