providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,18750,5900
ADVOCATE TRINITY HOSPITAL,140048,15713,4224
HOLY CROSS HOSPITAL,140133,14592,4060
JOHN H STROGER JR HOSPITAL,140124,8330,6363
LOUIS A WEISS MEMORIAL HOSPITAL,140082,16970,4736
MERCY HOSPITAL AND MEDICAL CENTER,140158,12457,5191
METHODIST HOSPITAL OF CHICAGO,140197,10698,4567
MT SINAI HOSPITAL MEDICAL CENTER,140018,16283,6452
NORTHWESTERN MEMORIAL HOSPITAL,140281,16801,5503
OUR LADY OF THE RESURRECTION MED CTR,140251,21455,4536
PROVIDENT HOSPITAL OF CHICAGO,140300,6484,4868
RESURRECTION MEDICAL CENTER,140117,20921,4057
RUSH UNIVERSITY MEDICAL CENTER,140119,17439,6503
SACRED HEART HOSPITAL,140151,14494,5141
SAINT ANTHONY HOSPITAL,140095,21097,4845
SAINT JOSEPH HOSPITAL,140224,15080,4797
SOUTH SHORE HOSPITAL,140181,14327,4364
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,21333,6601
SWEDISH COVENANT HOSPITAL,140114,27279,5639
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,22121,6013
THOREK MEMORIAL HOSPITAL,140115,11455,4636
UNIVERSITY OF ILLINOIS HOSPITAL,140150,12436,6751
