providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,42996,11548
ADVOCATE TRINITY HOSPITAL,140048,31660,9099
HOLY CROSS HOSPITAL,140133,26942,8105
JACKSON PARK HOSPITAL,140177,44101,10267
JOHN H STROGER JR HOSPITAL,140124,11676,12722
LORETTO HOSPITAL,140083,17525,9879
LOUIS A WEISS MEMORIAL HOSPITAL,140082,32372,9860
MERCY HOSPITAL AND MEDICAL CENTER,140158,22823,11085
METHODIST HOSPITAL OF CHICAGO,140197,18329,8715
MT SINAI HOSPITAL MEDICAL CENTER,140018,27814,12024
NORTHWESTERN MEMORIAL HOSPITAL,140281,37816,10337
NORWEGIAN-AMERICAN HOSPITAL,140206,30505,10987
OUR LADY OF THE RESURRECTION MED CTR,140251,32384,7830
RESURRECTION MEDICAL CENTER,140117,34046,10733
ROSELAND COMMUNITY HOSPITAL,140068,37723,9979
RUSH UNIVERSITY MEDICAL CENTER,140119,21819,11616
SACRED HEART HOSPITAL,140151,17631,10493
SAINT ANTHONY HOSPITAL,140095,37135,10101
SAINT JOSEPH HOSPITAL,140224,34325,10191
SOUTH SHORE HOSPITAL,140181,27635,9105
ST BERNARD HOSPITAL,140103,21242,10670
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,49406,11670
SWEDISH COVENANT HOSPITAL,140114,54878,9641
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,53582,12971
THOREK MEMORIAL HOSPITAL,140115,22165,9532
UNIVERSITY OF ILLINOIS HOSPITAL,140150,41959,16854
