providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,53963,17724
ADVOCATE TRINITY HOSPITAL,140048,30455,14128
HOLY CROSS HOSPITAL,140133,31580,12268
JACKSON PARK HOSPITAL,140177,29936,16179
JOHN H STROGER JR HOSPITAL,140124,35619,25267
LOUIS A WEISS MEMORIAL HOSPITAL,140082,65970,16323
MERCY HOSPITAL AND MEDICAL CENTER,140158,23166,15237
MT SINAI HOSPITAL MEDICAL CENTER,140018,64122,20579
NORTHWESTERN MEMORIAL HOSPITAL,140281,67201,19537
NORWEGIAN-AMERICAN HOSPITAL,140206,33367,16414
OUR LADY OF THE RESURRECTION MED CTR,140251,46799,11625
RESURRECTION MEDICAL CENTER,140117,64657,12657
RUSH UNIVERSITY MEDICAL CENTER,140119,59328,19413
SAINT ANTHONY HOSPITAL,140095,74519,19471
SAINT JOSEPH HOSPITAL,140224,52716,17364
SOUTH SHORE HOSPITAL,140181,24271,12838
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,53277,16338
SWEDISH COVENANT HOSPITAL,140114,71287,14757
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,87628,21464
UNIVERSITY OF ILLINOIS HOSPITAL,140150,48899,22917
