providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,21677,10078
JACKSON PARK HOSPITAL,140177,13137,8192
JOHN H STROGER JR HOSPITAL,140124,10742,9293
LORETTO HOSPITAL,140083,9728,7721
LOUIS A WEISS MEMORIAL HOSPITAL,140082,22210,7671
METHODIST HOSPITAL OF CHICAGO,140197,9269,7259
MT SINAI HOSPITAL MEDICAL CENTER,140018,11238,8952
NORTHWESTERN MEMORIAL HOSPITAL,140281,28032,12310
NORWEGIAN-AMERICAN HOSPITAL,140206,14313,8316
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,20178,8166
THOREK MEMORIAL HOSPITAL,140115,12222,7226
