providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,19852,7633
ADVOCATE TRINITY HOSPITAL,140048,18972,5717
HOLY CROSS HOSPITAL,140133,19388,5244
JACKSON PARK HOSPITAL,140177,22299,6410
JOHN H STROGER JR HOSPITAL,140124,9412,7922
LORETTO HOSPITAL,140083,9105,6110
LOUIS A WEISS MEMORIAL HOSPITAL,140082,19155,6028
MERCY HOSPITAL AND MEDICAL CENTER,140158,12999,6499
METHODIST HOSPITAL OF CHICAGO,140197,12311,5766
MT SINAI HOSPITAL MEDICAL CENTER,140018,20564,7421
NORTHWESTERN MEMORIAL HOSPITAL,140281,20482,6322
NORWEGIAN-AMERICAN HOSPITAL,140206,18935,6612
OUR LADY OF THE RESURRECTION MED CTR,140251,22864,5648
PROVIDENT HOSPITAL OF CHICAGO,140300,7631,6099
RESURRECTION MEDICAL CENTER,140117,24926,5308
ROSELAND COMMUNITY HOSPITAL,140068,21913,5914
RUSH UNIVERSITY MEDICAL CENTER,140119,24202,7843
SACRED HEART HOSPITAL,140151,16234,6436
SAINT ANTHONY HOSPITAL,140095,18338,7520
SAINT JOSEPH HOSPITAL,140224,20941,7187
SOUTH SHORE HOSPITAL,140181,17798,5511
ST BERNARD HOSPITAL,140103,14530,6441
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,23741,6853
SWEDISH COVENANT HOSPITAL,140114,28629,5513
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,36138,8341
THOREK MEMORIAL HOSPITAL,140115,11233,5818
UNIVERSITY OF ILLINOIS HOSPITAL,140150,25530,9997
