providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,21103,6984
ADVOCATE TRINITY HOSPITAL,140048,16417,5427
HOLY CROSS HOSPITAL,140133,16670,5190
JACKSON PARK HOSPITAL,140177,28635,6451
JOHN H STROGER JR HOSPITAL,140124,9346,7913
LORETTO HOSPITAL,140083,8615,6108
LOUIS A WEISS MEMORIAL HOSPITAL,140082,21531,6022
MERCY HOSPITAL AND MEDICAL CENTER,140158,12118,6448
METHODIST HOSPITAL OF CHICAGO,140197,10288,5750
MT SINAI HOSPITAL MEDICAL CENTER,140018,18540,7486
NORTHWESTERN MEMORIAL HOSPITAL,140281,18827,6565
NORWEGIAN-AMERICAN HOSPITAL,140206,17545,6477
OUR LADY OF THE RESURRECTION MED CTR,140251,24468,4800
PROVIDENT HOSPITAL OF CHICAGO,140300,7863,6120
RESURRECTION MEDICAL CENTER,140117,25181,5556
ROSELAND COMMUNITY HOSPITAL,140068,22084,6009
RUSH UNIVERSITY MEDICAL CENTER,140119,21951,7241
SACRED HEART HOSPITAL,140151,15164,6422
SAINT ANTHONY HOSPITAL,140095,16697,6073
SAINT JOSEPH HOSPITAL,140224,22003,6010
SOUTH SHORE HOSPITAL,140181,21280,5538
ST BERNARD HOSPITAL,140103,13708,6464
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,23636,6350
SWEDISH COVENANT HOSPITAL,140114,26704,6357
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,29671,8061
THOREK MEMORIAL HOSPITAL,140115,14038,5777
UNIVERSITY OF ILLINOIS HOSPITAL,140150,20178,9133
