providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,55849,15780
ADVOCATE TRINITY HOSPITAL,140048,39989,12913
HOLY CROSS HOSPITAL,140133,42169,12873
LOUIS A WEISS MEMORIAL HOSPITAL,140082,31147,13398
MERCY HOSPITAL AND MEDICAL CENTER,140158,28128,15525
MT SINAI HOSPITAL MEDICAL CENTER,140018,54240,19066
NORTHWESTERN MEMORIAL HOSPITAL,140281,67194,17095
OUR LADY OF THE RESURRECTION MED CTR,140251,47013,11079
RESURRECTION MEDICAL CENTER,140117,51053,11977
RUSH UNIVERSITY MEDICAL CENTER,140119,49406,17960
SAINT JOSEPH HOSPITAL,140224,56132,15895
SOUTH SHORE HOSPITAL,140181,47031,13460
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,50535,15856
SWEDISH COVENANT HOSPITAL,140114,81433,17953
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,84134,19226
UNIVERSITY OF ILLINOIS HOSPITAL,140150,40329,21053
