providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE TRINITY HOSPITAL,140048,15838,4922
HOLY CROSS HOSPITAL,140133,15889,4543
LOUIS A WEISS MEMORIAL HOSPITAL,140082,13875,5227
MERCY HOSPITAL AND MEDICAL CENTER,140158,12874,5853
NORTHWESTERN MEMORIAL HOSPITAL,140281,22912,5741
RESURRECTION MEDICAL CENTER,140117,20904,4742
RUSH UNIVERSITY MEDICAL CENTER,140119,20776,6978
SAINT JOSEPH HOSPITAL,140224,16811,5463
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,34017,7666
SWEDISH COVENANT HOSPITAL,140114,23705,6131
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,30534,7917
