providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,22857,7222
ADVOCATE TRINITY HOSPITAL,140048,17249,5738
HOLY CROSS HOSPITAL,140133,20214,5470
JACKSON PARK HOSPITAL,140177,30753,7017
JOHN H STROGER JR HOSPITAL,140124,14046,9613
LORETTO HOSPITAL,140083,10252,6407
LOUIS A WEISS MEMORIAL HOSPITAL,140082,20211,6570
MERCY HOSPITAL AND MEDICAL CENTER,140158,13447,7773
METHODIST HOSPITAL OF CHICAGO,140197,13946,6201
MT SINAI HOSPITAL MEDICAL CENTER,140018,18418,8037
NORTHWESTERN MEMORIAL HOSPITAL,140281,22216,7069
NORWEGIAN-AMERICAN HOSPITAL,140206,18282,6961
OUR LADY OF THE RESURRECTION MED CTR,140251,22405,4985
RESURRECTION MEDICAL CENTER,140117,24509,6042
ROSELAND COMMUNITY HOSPITAL,140068,24641,6553
RUSH UNIVERSITY MEDICAL CENTER,140119,21885,7892
SACRED HEART HOSPITAL,140151,16623,7055
SAINT ANTHONY HOSPITAL,140095,18581,6515
SAINT JOSEPH HOSPITAL,140224,19855,6535
SOUTH SHORE HOSPITAL,140181,21794,6065
ST BERNARD HOSPITAL,140103,12518,6905
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,25624,7161
SWEDISH COVENANT HOSPITAL,140114,28576,5978
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,32037,9552
THOREK MEMORIAL HOSPITAL,140115,13997,6153
UNIVERSITY OF ILLINOIS HOSPITAL,140150,22864,10292
