providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,23129,8928
ADVOCATE TRINITY HOSPITAL,140048,17392,6230
HOLY CROSS HOSPITAL,140133,16585,5789
JACKSON PARK HOSPITAL,140177,29513,7459
JOHN H STROGER JR HOSPITAL,140124,10788,9589
LORETTO HOSPITAL,140083,10779,7069
LOUIS A WEISS MEMORIAL HOSPITAL,140082,20965,7126
MERCY HOSPITAL AND MEDICAL CENTER,140158,11461,7589
METHODIST HOSPITAL OF CHICAGO,140197,11852,6551
MT SINAI HOSPITAL MEDICAL CENTER,140018,17113,8640
NORTHWESTERN MEMORIAL HOSPITAL,140281,19564,7085
NORWEGIAN-AMERICAN HOSPITAL,140206,15853,7525
OUR LADY OF THE RESURRECTION MED CTR,140251,19468,5449
RESURRECTION MEDICAL CENTER,140117,21192,6877
ROSELAND COMMUNITY HOSPITAL,140068,18292,7014
RUSH UNIVERSITY MEDICAL CENTER,140119,20116,8422
SACRED HEART HOSPITAL,140151,14311,7456
SAINT ANTHONY HOSPITAL,140095,19697,7050
SAINT JOSEPH HOSPITAL,140224,17464,6939
SOUTH SHORE HOSPITAL,140181,13696,6334
ST BERNARD HOSPITAL,140103,11259,7522
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,23651,7501
SWEDISH COVENANT HOSPITAL,140114,27524,7021
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,37442,15160
THOREK MEMORIAL HOSPITAL,140115,13871,6706
UNIVERSITY OF ILLINOIS HOSPITAL,140150,18322,9896
