providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,76018,21616
ADVOCATE TRINITY HOSPITAL,140048,70833,16578
HOLY CROSS HOSPITAL,140133,47018,15994
JACKSON PARK HOSPITAL,140177,90231,20734
JOHN H STROGER JR HOSPITAL,140124,19856,24253
LOUIS A WEISS MEMORIAL HOSPITAL,140082,40950,18321
MERCY HOSPITAL AND MEDICAL CENTER,140158,40561,20559
MT SINAI HOSPITAL MEDICAL CENTER,140018,42105,22470
NORTHWESTERN MEMORIAL HOSPITAL,140281,117653,25726
NORWEGIAN-AMERICAN HOSPITAL,140206,49291,20202
OUR LADY OF THE RESURRECTION MED CTR,140251,75500,18031
RESURRECTION MEDICAL CENTER,140117,76444,17003
ROSELAND COMMUNITY HOSPITAL,140068,53198,17297
RUSH UNIVERSITY MEDICAL CENTER,140119,67388,22417
SAINT ANTHONY HOSPITAL,140095,53184,19103
SOUTH SHORE HOSPITAL,140181,51139,16978
ST BERNARD HOSPITAL,140103,42033,21432
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,69305,20431
SWEDISH COVENANT HOSPITAL,140114,104418,17428
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,96810,25231
UNIVERSITY OF ILLINOIS HOSPITAL,140150,73880,26629
