providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,29458,9042
ADVOCATE TRINITY HOSPITAL,140048,18361,7321
HOLY CROSS HOSPITAL,140133,14908,6309
JACKSON PARK HOSPITAL,140177,28030,8126
LOUIS A WEISS MEMORIAL HOSPITAL,140082,20007,7486
MERCY HOSPITAL AND MEDICAL CENTER,140158,13722,8383
NORTHWESTERN MEMORIAL HOSPITAL,140281,31218,7951
RESURRECTION MEDICAL CENTER,140117,27163,6128
RUSH UNIVERSITY MEDICAL CENTER,140119,21373,9478
SAINT JOSEPH HOSPITAL,140224,19312,7333
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,24422,8793
SWEDISH COVENANT HOSPITAL,140114,26697,7782
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,37441,9528
THOREK MEMORIAL HOSPITAL,140115,10837,7557
UNIVERSITY OF ILLINOIS HOSPITAL,140150,36726,12215
