providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,40537,11491
HOLY CROSS HOSPITAL,140133,32696,9607
LOUIS A WEISS MEMORIAL HOSPITAL,140082,46307,10006
MERCY HOSPITAL AND MEDICAL CENTER,140158,25771,10611
MT SINAI HOSPITAL MEDICAL CENTER,140018,37051,12056
NORTHWESTERN MEMORIAL HOSPITAL,140281,44820,9955
OUR LADY OF THE RESURRECTION MED CTR,140251,31813,7564
RESURRECTION MEDICAL CENTER,140117,39216,7812
RUSH UNIVERSITY MEDICAL CENTER,140119,52106,11833
SAINT JOSEPH HOSPITAL,140224,39800,11765
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,61668,10632
SWEDISH COVENANT HOSPITAL,140114,43597,9179
UNIVERSITY OF ILLINOIS HOSPITAL,140150,43468,16317
