providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,18674,7761
ADVOCATE TRINITY HOSPITAL,140048,12973,4760
HOLY CROSS HOSPITAL,140133,14830,4320
JACKSON PARK HOSPITAL,140177,21152,5459
JOHN H STROGER JR HOSPITAL,140124,7528,6697
MERCY HOSPITAL AND MEDICAL CENTER,140158,11595,5559
MT SINAI HOSPITAL MEDICAL CENTER,140018,15520,6257
NORTHWESTERN MEMORIAL HOSPITAL,140281,23028,5292
NORWEGIAN-AMERICAN HOSPITAL,140206,12962,5600
PROVIDENT HOSPITAL OF CHICAGO,140300,3611,5142
RUSH UNIVERSITY MEDICAL CENTER,140119,14589,6114
ST BERNARD HOSPITAL,140103,8856,5457
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,24071,5971
SWEDISH COVENANT HOSPITAL,140114,18708,4663
