providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,31832,9827
ADVOCATE TRINITY HOSPITAL,140048,21354,7794
HOLY CROSS HOSPITAL,140133,23264,7278
JACKSON PARK HOSPITAL,140177,39512,8946
JOHN H STROGER JR HOSPITAL,140124,15526,11949
LORETTO HOSPITAL,140083,8041,8146
LOUIS A WEISS MEMORIAL HOSPITAL,140082,26126,8618
MERCY HOSPITAL AND MEDICAL CENTER,140158,16446,9205
METHODIST HOSPITAL OF CHICAGO,140197,17581,8279
MT SINAI HOSPITAL MEDICAL CENTER,140018,23641,10720
NORTHWESTERN MEMORIAL HOSPITAL,140281,35570,11576
NORWEGIAN-AMERICAN HOSPITAL,140206,23792,9501
OUR LADY OF THE RESURRECTION MED CTR,140251,27000,6556
PROVIDENT HOSPITAL OF CHICAGO,140300,7857,8732
RESURRECTION MEDICAL CENTER,140117,31732,7184
ROSELAND COMMUNITY HOSPITAL,140068,30992,8564
RUSH UNIVERSITY MEDICAL CENTER,140119,25967,10293
SACRED HEART HOSPITAL,140151,23506,9205
SAINT ANTHONY HOSPITAL,140095,28713,8653
SAINT JOSEPH HOSPITAL,140224,27480,8580
SOUTH SHORE HOSPITAL,140181,26194,7902
ST BERNARD HOSPITAL,140103,19808,9157
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,38415,9456
SWEDISH COVENANT HOSPITAL,140114,34054,7961
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,43609,11544
THOREK MEMORIAL HOSPITAL,140115,17984,8166
UNIVERSITY OF ILLINOIS HOSPITAL,140150,26018,13226
