providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,35474,12745
ADVOCATE TRINITY HOSPITAL,140048,23212,7263
HOLY CROSS HOSPITAL,140133,13655,6654
JOHN H STROGER JR HOSPITAL,140124,15880,13382
LOUIS A WEISS MEMORIAL HOSPITAL,140082,23764,8303
MERCY HOSPITAL AND MEDICAL CENTER,140158,14455,8530
MT SINAI HOSPITAL MEDICAL CENTER,140018,28221,9872
NORTHWESTERN MEMORIAL HOSPITAL,140281,25485,8372
OUR LADY OF THE RESURRECTION MED CTR,140251,27538,6291
RESURRECTION MEDICAL CENTER,140117,23684,6414
ROSELAND COMMUNITY HOSPITAL,140068,34017,7968
RUSH UNIVERSITY MEDICAL CENTER,140119,25497,10581
SAINT ANTHONY HOSPITAL,140095,24187,8243
SAINT JOSEPH HOSPITAL,140224,20511,8100
SOUTH SHORE HOSPITAL,140181,15636,7415
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,27493,8652
SWEDISH COVENANT HOSPITAL,140114,33160,7306
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,36946,10116
UNIVERSITY OF ILLINOIS HOSPITAL,140150,27053,12730
