providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,22649,8099
ADVOCATE TRINITY HOSPITAL,140048,18553,6113
HOLY CROSS HOSPITAL,140133,22011,5915
JACKSON PARK HOSPITAL,140177,25875,7325
LOUIS A WEISS MEMORIAL HOSPITAL,140082,20866,7062
MERCY HOSPITAL AND MEDICAL CENTER,140158,13294,7531
METHODIST HOSPITAL OF CHICAGO,140197,14986,6742
MT SINAI HOSPITAL MEDICAL CENTER,140018,22393,8619
NORTHWESTERN MEMORIAL HOSPITAL,140281,25133,7540
OUR LADY OF THE RESURRECTION MED CTR,140251,27340,5448
RESURRECTION MEDICAL CENTER,140117,26692,6196
RUSH UNIVERSITY MEDICAL CENTER,140119,25901,8498
SAINT ANTHONY HOSPITAL,140095,25556,7100
SAINT JOSEPH HOSPITAL,140224,24552,7929
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,27479,7460
SWEDISH COVENANT HOSPITAL,140114,29331,6484
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,35579,9800
UNIVERSITY OF ILLINOIS HOSPITAL,140150,23692,10859
